sample_index,raw_model_text,raw_safe,raw_safe_error,strict_smiles,strict_decode_error,strict_qed,strict_sa,strict_is_first_unique,strict_quality_pass,strict_quality_counted,released_repaired_smiles,released_smiles,released_decode_error,released_qed,released_sa,released_is_first_unique,released_quality_pass,released_quality_counted,released_was_recovered,released_largest_component_applied
53,CC4C2=O.O23.C3C(O)CN=C(O)c1cscn1.c14ccc(Cl)cc1,CC4C2=O.O23.C3C(O)CN=C(O)c1cscn1.c14ccc(Cl)cc1,,CC(C(=O)OCC(O)CN=C(O)c1cscn1)c1ccc(Cl)cc1,,0.44512832705663474,3.6066677445088615,True,False,False,CC(C(=O)OCC(O)CN=C(O)c1cscn1)c1ccc(Cl)cc1,CC(C(=O)OCC(O)CN=C(O)c1cscn1)c1ccc(Cl)cc1,,0.44512832705663474,3.6066677445088615,True,False,False,False,False
54,CCC6.[NH2+]65.C58.c18ccc7cc1.N47.C43=O.c13ncccc1[N+](=O)[O-],CCC6.[NH2+]65.C58.c18ccc7cc1.N47.C43=O.c13ncccc1[N+](=O)[O-],,CCC[NH2+]Cc1ccc(NC(=O)c2ncccc2[N+](=O)[O-])cc1,,0.46113603002021547,3.012356341021172,True,False,False,CCC[NH2+]Cc1ccc(NC(=O)c2ncccc2[N+](=O)[O-])cc1,CCC[NH2+]Cc1ccc(NC(=O)c2ncccc2[N+](=O)[O-])cc1,,0.46113603002021547,3.012356341021172,True,False,False,False,False
55,CC1CN4CCO1.N52.C2C(O)C3.C4(C)(C)C.C13CC1,CC1CN4CCO1.N52.C2C(O)C3.C4(C)(C)C.C13CC1,,,decode_returned_none,,,False,,False,CC1CN(C(C)(C)C)CCO1.NCC(O)CC1CC1,CC1CN(C(C)(C)C)CCO1,,0.5281949599727518,2.9250153435561117,True,False,False,True,True
56,Cc1csc6n1.C546.N57.c17ccnc(Cl)n1.c14cccs1,Cc1csc6n1.C546.N57.c17ccnc(Cl)n1.c14cccs1,,Cc1csc(C(Nc2ccnc(Cl)n2)c2cccs2)n1,,0.7327777821688614,3.1766979114036333,True,True,True,Cc1csc(C(Nc2ccnc(Cl)n2)c2cccs2)n1,Cc1csc(C(Nc2ccnc(Cl)n2)c2cccs2)n1,,0.7327777821688614,3.1766979114036333,True,True,True,False,False
57,CO4.C45=O.C15NC3CCC1C.c13cc(C)cc2c1CCNC2,CO4.C45=O.C15NC3CCC1C.c13cc(C)cc2c1CCNC2,,COC(=O)C1NC(c2cc(C)cc3c2CCNC3)CCC1C,,0.8227904857245841,3.9934101441867647,True,True,True,COC(=O)C1NC(c2cc(C)cc3c2CCNC3)CCC1C,COC(=O)C1NC(c2cc(C)cc3c2CCNC3)CCC1C,,0.8227904857245841,3.9934101441867647,True,True,True,False,False
58,CO4.c14ccc3nc1.C3(O)=NNc1ccc5cc1Cl.C5(C)(C)C,CO4.c14ccc3nc1.C3(O)=NNc1ccc5cc1Cl.C5(C)(C)C,,COc1ccc(C(O)=NNc2ccc(C(C)(C)C)cc2Cl)nc1,,0.4949772555025041,2.5412584542925156,True,False,False,COc1ccc(C(O)=NNc2ccc(C(C)(C)C)cc2Cl)nc1,COc1ccc(C(O)=NNc2ccc(C(C)(C)C)cc2Cl)nc1,,0.4949772555025041,2.5412584542925156,True,False,False,False,False
59,CCCC6.O56.C5(=O)C3.O73.C7(=O)CC8.C18CCC4C1.c14ccccc1,CCCC6.O56.C5(=O)C3.O73.C7(=O)CC8.C18CCC4C1.c14ccccc1,,CCCCOC(=O)COC(=O)CCC1CCC(c2ccccc2)C1,,0.5012799902713709,2.8117545412941656,True,False,False,CCCCOC(=O)COC(=O)CCC1CCC(c2ccccc2)C1,CCCCOC(=O)COC(=O)CCC1CCC(c2ccccc2)C1,,0.5012799902713709,2.8117545412941656,True,False,False,False,False
60,Cc1cc4cc8c1.C94=O.C9(=O)C7.N75%10.C5CO.S96.C1%10CC1.c18ccccc1,Cc1cc4cc8c1.C94=O.C9(=O)C7.N75%10.C5CO.S96.C1%10CC1.c18ccccc1,,,decode_returned_none,,,False,,False,Cc1cc(C(=O)C(=O)CN(CCO)C2CC2)cc(-c2ccccc2)c1.S,Cc1cc(C(=O)C(=O)CN(CCO)C2CC2)cc(-c2ccccc2)c1,,0.5943501271787895,2.384751675737082,True,False,False,True,True
61,CC7.O74.c14ccccc1NN=C(O)C53.C15CC1.c13ccccc1,CC7.O74.c14ccccc1NN=C(O)C53.C15CC1.c13ccccc1,,CCOc1ccccc1NN=C(O)C(c1ccccc1)C1CC1,,0.4475367302683376,2.7856330536834033,True,False,False,CCOc1ccccc1NN=C(O)C(c1ccccc1)C1CC1,CCOc1ccccc1NN=C(O)C(c1ccccc1)C1CC1,,0.4475367302683376,2.7856330536834033,True,False,False,False,False
62,Cc1ccc5cc1.N65C.S6(=O)(=O)c1nnc4n1N.c14ccnc(Cl)c1,Cc1ccc5cc1.N65C.S6(=O)(=O)c1nnc4n1N.c14ccnc(Cl)c1,,Cc1ccc(N(C)S(=O)(=O)c2nnc(-c3ccnc(Cl)c3)n2N)cc1,,0.5479548929187156,2.683603075641525,True,False,False,Cc1ccc(N(C)S(=O)(=O)c2nnc(-c3ccnc(Cl)c3)n2N)cc1,Cc1ccc(N(C)S(=O)(=O)c2nnc(-c3ccnc(Cl)c3)n2N)cc1,,0.5479548929187156,2.683603075641525,True,False,False,False,False
63,CN=C(S4N1CCC6CC1.C45.c15cccn[nH]1.n16ccnc1C,CN=C(S4N1CCC6CC1.C45.c15cccn[nH]1.n16ccnc1C,,,decode_returned_none,,,False,,False,C.Cc1ncc[nH]1,Cc1ncc[nH]1,,0.49044689078380066,2.9355033989648938,True,False,False,True,True
64,Cc1n5cc(S)nc1S.O54.C14CCN6C1.C63.C13CCOC1,Cc1n5cc(S)nc1S.O54.C14CCN6C1.C63.C13CCOC1,,,decode_returned_none,,,False,,False,OC1CCN(CC2CCOC2)C1,OC1CCN(CC2CCOC2)C1,,0.6388643730394609,3.099883078931766,True,True,True,True,False
65,CO4.C4C6.C16CCN7CC1.C7[C@H]5O.c15ccc3cc1.O3C,CO4.C4C6.C16CCN7CC1.C7[C@H]5O.c15ccc3cc1.O3C,,COCCC1CCN(C[C@@H](O)c2ccc(OC)cc2)CC1,,0.8384165948183233,2.4453920759669128,True,True,True,COCCC1CCN(C[C@@H](O)c2ccc(OC)cc2)CC1,COCCC1CCN(C[C@@H](O)c2ccc(OC)cc2)CC1,,0.8384165948183233,2.4453920759669128,True,True,True,False,False
66,CN1CCC[C@@H]5C1.C45.N64.C6(=O)C1=COc2ccccc2C1,CN1CCC[C@@H]5C1.C45.N64.C6(=O)C1=COc2ccccc2C1,,CN1CCC[C@@H](CNC(=O)C2=COc3ccccc3C2)C1,,0.9233663963883675,3.044387548854681,True,True,True,CN1CCC[C@@H](CNC(=O)C2=COc3ccccc3C2)C1,CN1CCC[C@@H](CNC(=O)C2=COc3ccccc3C2)C1,,0.9233663963883675,3.044387548854681,True,True,True,False,False
67,CO2.C12CCN4N3C(=O)O1.C3(C)(C)C.C4(C)(C)C,CO2.C12CCN4N3C(=O)O1.C3(C)(C)C.C4(C)(C)C,,COC1CCN(C(C)(C)C)N(C(C)(C)C)C(=O)O1,,0.7247845922632576,3.982663981861106,True,True,True,COC1CCN(C(C)(C)C)N(C(C)(C)C)C(=O)O1,COC1CCN(C(C)(C)C)N(C(C)(C)C)C(=O)O1,,0.7247845922632576,3.982663981861106,True,True,True,False,False
68,CCCCCCC2CO.N2(C)N=C3O.c13cccc([N+](=O)[O-])c1C,CCCCCCC2CO.N2(C)N=C3O.c13cccc([N+](=O)[O-])c1C,,CCCCCCC(CO)N(C)N=C(O)c1cccc([N+](=O)[O-])c1C,,0.22407767711878224,3.335754809820619,True,False,False,CCCCCCC(CO)N(C)N=C(O)c1cccc([N+](=O)[O-])c1C,CCCCCCC(CO)N(C)N=C(O)c1cccc([N+](=O)[O-])c1C,,0.22407767711878224,3.335754809820619,True,False,False,False,False
69,Cc1cccc6c1.O56.C5C4=O.N14CCO[C@]2(CCO[C@H]2C)C1,Cc1cccc6c1.O56.C5C4=O.N14CCO[C@]2(CCO[C@H]2C)C1,,Cc1cccc(OCC(=O)N2CCO[C@]3(CCO[C@H]3C)C2)c1,,0.8539236490137506,3.827460253322351,True,True,True,Cc1cccc(OCC(=O)N2CCO[C@]3(CCO[C@H]3C)C2)c1,Cc1cccc(OCC(=O)N2CCO[C@]3(CCO[C@H]3C)C2)c1,,0.8539236490137506,3.827460253322351,True,True,True,False,False
70,O=C5O.N15Cc2cc(=N)[nH]6ccc2C1.O64.c14ccccc1,O=C5O.N15Cc2cc(=N)[nH]6ccc2C1.O64.c14ccccc1,,,decode_returned_none,,,False,,False,O=CO.Oc1ccccc1,Oc1ccccc1,,0.514729544768675,1.1765612788317714,True,False,False,True,True
71,O=C3C2.O35.C5C6.N64C.c14ccccc1F.N12CCCC1,O=C3C2.O35.C5C6.N64C.c14ccccc1F.N12CCCC1,,CN(CCOC(=O)CN1CCCC1)c1ccccc1F,,0.7451745994154534,2.0801668075371857,True,True,True,CN(CCOC(=O)CN1CCCC1)c1ccccc1F,CN(CCOC(=O)CN1CCCC1)c1ccccc1F,,0.7451745994154534,2.0801668075371857,True,True,True,False,False
72,C=C(N3N2.C24.C3C(N)C(C)c1ccccc1.c14ccccc1F,C=C(N3N2.C24.C3C(N)C(C)c1ccccc1.c14ccccc1F,,,decode_returned_none,,,False,,False,CC(N)C(C)c1ccccc1.Cc1ccccc1F,CC(N)C(C)c1ccccc1,,0.6846073904262749,2.4333928428321467,True,True,True,True,True
73,Cc1ccc4cc1.c14ccccc1N=C(O)C6.N65.C5C(=N)[NH+]1[C@H]2CC[C@H]1C2,Cc1ccc4cc1.c14ccccc1N=C(O)C6.N65.C5C(=N)[NH+]1[C@H]2CC[C@H]1C2,,Cc1ccc(-c2ccccc2N=C(O)CNCC(=N)[NH+]2[C@H]3CC[C@H]2C3)cc1,,0.4705653508269906,5.059338075499571,True,False,False,Cc1ccc(-c2ccccc2N=C(O)CNCC(=N)[NH+]2[C@H]3CC[C@H]2C3)cc1,Cc1ccc(-c2ccccc2N=C(O)CNCC(=N)[NH+]2[C@H]3CC[C@H]2C3)cc1,,0.4705653508269906,5.059338075499571,True,False,False,False,False
74,CN=C(O)c1csc(C(O)=NC44n1.C14CCCC13.c13ccccc1,CN=C(O)c1csc(C(O)=NC44n1.C14CCCC13.c13ccccc1,,,decode_returned_none,,,False,,False,c1ccc(C2CCCC2)cc1,c1ccc(C2CCCC2)cc1,,0.5696675549216235,1.3961681684650618,True,False,False,True,False
75,CO5.c15ccc3o1.C63.N6C(O)CC4.c14ccc(C#N)cc1,CO5.c15ccc3o1.C63.N6C(O)CC4.c14ccc(C#N)cc1,,COc1ccc(CNC(O)CCc2ccc(C#N)cc2)o1,,0.7628648117263132,3.0539328451976813,True,True,True,COc1ccc(CNC(O)CCc2ccc(C#N)cc2)o1,COc1ccc(CNC(O)CCc2ccc(C#N)cc2)o1,,0.7628648117263132,3.0539328451976813,True,True,True,False,False
76,CO5.c15ccc6cc1.C76CN=C(O)CCCC4=O.O43.C3CO.c17nc(=N)o[nH]1,CO5.c15ccc6cc1.C76CN=C(O)CCCC4=O.O43.C3CO.c17nc(=N)o[nH]1,,COc1ccc(C(CN=C(O)CCCC(=O)OCCO)c2nc(=N)o[nH]2)cc1,,0.2550648333951071,3.792860956380464,True,False,False,COc1ccc(C(CN=C(O)CCCC(=O)OCCO)c2nc(=N)o[nH]2)cc1,COc1ccc(C(CN=C(O)CCCC(=O)OCCO)c2nc(=N)o[nH]2)cc1,,0.2550648333951071,3.792860956380464,True,False,False,False,False
77,CO4.C4CCCN=C(O)C1CCN3CC1.C3CN=C5O.c15ccccc1,CO4.C4CCCN=C(O)C1CCN3CC1.C3CN=C5O.c15ccccc1,,COCCCCN=C(O)C1CCN(CCN=C(O)c2ccccc2)CC1,,0.38133070838031674,2.6955993356175068,True,False,False,COCCCCN=C(O)C1CCN(CCN=C(O)c2ccccc2)CC1,COCCCCN=C(O)C1CCN(CCN=C(O)c2ccccc2)CC1,,0.38133070838031674,2.6955993356175068,True,False,False,False,False
78,N#CC1CCCC2CC7CC21.O75.c15ccc6cc1.C6C(=O)C(C#N)C3=O.c14ccccc1,N#CC1CCCC2CC7CC21.O75.c15ccc6cc1.C6C(=O)C(C#N)C3=O.c14ccccc1,,,decode_returned_none,,,False,,False,N#CC(C=O)C(=O)Cc1ccc(OC2CC3CCCC(C#N)C3C2)cc1.c1ccccc1,N#CC(C=O)C(=O)Cc1ccc(OC2CC3CCCC(C#N)C3C2)cc1,,0.5800744659987486,4.310716667749538,True,False,False,True,True
79,CO4.C4(=O)CC[C@@H]5c1ccccc1.N65C.C68=O.c18ccc2c(c1)CC[C@H]2C7=O.c17ccccc1.Cl,CO4.C4(=O)CC[C@@H]5c1ccccc1.N65C.C68=O.c18ccc2c(c1)CC[C@H]2C7=O.c17ccccc1.Cl,,COC(=O)CC[C@H](c1ccccc1)N(C)C(=O)c1ccc2c(c1)CC[C@H]2C(=O)c1ccccc1.Cl,,0.2954185893864534,3.2221518126523456,True,False,False,COC(=O)CC[C@H](c1ccccc1)N(C)C(=O)c1ccc2c(c1)CC[C@H]2C(=O)c1ccccc1.Cl,COC(=O)CC[C@H](c1ccccc1)N(C)C(=O)c1ccc2c(c1)CC[C@H]2C(=O)c1ccccc1,,0.3385736916690714,3.1433756290927484,True,False,False,False,True
80,CC([O-])=NO2.C2CC43.c14cc(C)on1.C13CC1.[CH2]C(C)C.N.[K+].[Sn+2],CC([O-])=NO2.C2CC43.c14cc(C)on1.C13CC1.[CH2]C(C)C.N.[K+].[Sn+2],,CC([O-])=NOCCC(c1cc(C)on1)C1CC1.N.[CH2]C(C)C.[K+].[Sn+2],,0.20507555961512164,4.452795291355001,True,False,False,CC([O-])=NOCCC(c1cc(C)on1)C1CC1.N.[CH2]C(C)C.[K+].[Sn+2],CC([O-])=NOCCC(c1cc(C)on1)C1CC1,,0.32574335960337414,4.090941502187083,True,False,False,False,True
81,CO3.C3C(N)C(O)=NC4.c14ccc([N+](=O)[O-])c2c1.O2C,CO3.C3C(N)C(O)=NC4.c14ccc([N+](=O)[O-])c2c1.O2C,,COCC(N)C(O)=NCc1ccc([N+](=O)[O-])c(OC)c1,,0.33356400754111776,3.1673957893877205,True,False,False,COCC(N)C(O)=NCc1ccc([N+](=O)[O-])c(OC)c1,COCC(N)C(O)=NCc1ccc([N+](=O)[O-])c(OC)c1,,0.33356400754111776,3.1673957893877205,True,False,False,False,False
82,CCC9.N93.C34.c14cccc5c1.C65.N68.C8(C)C7.c17ccccc1.N9(C)C,CCC9.N93.C34.c14cccc5c1.C65.N68.C8(C)C7.c17ccccc1.N9(C)C,,,decode_returned_none,,,False,,False,CCCNCc1cccc(CNC(C)Cc2ccccc2)c1.CNC,CCCNCc1cccc(CNC(C)Cc2ccccc2)c1,,0.6856612456342409,2.2243788319522686,True,True,True,True,True
83,FC6(F)F.C16COC8CC1.c18cnc2c5nc7nn12.c15ccccc1.C7(F)(F)F,FC6(F)F.C16COC8CC1.c18cnc2c5nc7nn12.c15ccccc1.C7(F)(F)F,,FC(F)(F)c1nc(-c2ccccc2)c2ncc(C3CCC(C(F)(F)F)CO3)n2n1,,0.5613463702419285,3.8109302485689636,True,False,False,FC(F)(F)c1nc(-c2ccccc2)c2ncc(C3CCC(C(F)(F)F)CO3)n2n1,FC(F)(F)c1nc(-c2ccccc2)c2ncc(C3CCC(C(F)(F)F)CO3)n2n1,,0.5613463702419285,3.8109302485689636,True,False,False,False,False
84,O=C1CC=C(c2ccccc2)=CCN134.c14ccccc1O.c13ccccc1F.S,O=C1CC=C(c2ccccc2)=CCN134.c14ccccc1O.c13ccccc1F.S,,,decode_returned_none,,,False,,False,Fc1ccccc1.Oc1ccccc1.S,Oc1ccccc1,,0.514729544768675,1.1765612788317714,False,False,False,True,True
85,Cc1ccc(C)c3c1.O43.C4C(O)=NNC(O)=Nc1ncc(C)cn1,Cc1ccc(C)c3c1.O43.C4C(O)=NNC(O)=Nc1ncc(C)cn1,,Cc1cnc(N=C(O)NN=C(O)COc2cc(C)ccc2C)nc1,,0.44121415734866587,3.1561712655284806,True,False,False,Cc1cnc(N=C(O)NN=C(O)COc2cc(C)ccc2C)nc1,Cc1cnc(N=C(O)NN=C(O)COc2cc(C)ccc2C)nc1,,0.44121415734866587,3.1561712655284806,True,False,False,False,False
86,CCN=C(O)N1CCN4CC15.C3(=O)O.c14ccc2occc2c1O.C5OCO,CCN=C(O)N1CCN4CC15.C3(=O)O.c14ccc2occc2c1O.C5OCO,,,decode_returned_none,,,False,,False,CCN=C(O)N1CCN(c2ccc3occc3c2O)CC1COCO.O=CO,CCN=C(O)N1CCN(c2ccc3occc3c2O)CC1COCO,,0.4273077377605306,3.7618095617005514,True,False,False,True,True
87,CO5.c15ncc(C(O)=NC(C)C6cc1C.N46C.C43.C13CCC(S(=O)(=O)O(C)CC1,CO5.c15ncc(C(O)=NC(C)C6cc1C.N46C.C43.C13CCC(S(=O)(=O)O(C)CC1,,,decode_returned_none,,,False,,False,CNC.CO,CNC,,0.39867093981547685,2.2160570386349825,True,False,False,True,True
88,CC(C4CC3.N35.C5C(C)CC.N42.S2(=O)(=O)C(C)(C)C,CC(C4CC3.N35.C5C(C)CC.N42.S2(=O)(=O)C(C)(C)C,,,decode_returned_none,,,False,,False,CC(C)(C)S(N)(=O)=O.CCC(C)CN,CC(C)(C)S(N)(=O)=O,,0.5134240550675362,2.3419997330298514,True,False,False,True,True
89,O=C42.N45.C5C3.c13cccc(F)c1.c12cccc(F)c1,O=C42.N45.C5C3.c13cccc(F)c1.c12cccc(F)c1,,O=C(NCCc1cccc(F)c1)c1cccc(F)c1,,0.9004037811382121,1.5717002255757997,True,True,True,O=C(NCCc1cccc(F)c1)c1cccc(F)c1,O=C(NCCc1cccc(F)c1)c1cccc(F)c1,,0.9004037811382121,1.5717002255757997,True,True,True,False,False
90,Cc1cc(C(O)=NC4[nH]n2ccnc12.c14ccc([N+](=O)[O-])c3c1.O3C,Cc1cc(C(O)=NC4[nH]n2ccnc12.c14ccc([N+](=O)[O-])c3c1.O3C,,,decode_returned_none,,,False,,False,COc1ccccc1[N+](=O)[O-],COc1ccccc1[N+](=O)[O-],,0.4786228959968397,1.497663413220307,True,False,False,True,False
91,CO8.c18ccc6c(NN=C2OCN7C(C)=C2)c1.C7(=O)C5.N534.C3C.C4CO.C6CCCC,CO8.c18ccc6c(NN=C2OCN7C(C)=C2)c1.C7(=O)C5.N534.C3C.C4CO.C6CCCC,,CCCCCc1ccc(OC)cc1NN=C1C=C(C)N(C(=O)CN(CC)CCO)CO1,,0.38969206512795335,3.211026780525475,True,False,False,CCCCCc1ccc(OC)cc1NN=C1C=C(C)N(C(=O)CN(CC)CCO)CO1,CCCCCc1ccc(OC)cc1NN=C1C=C(C)N(C(=O)CN(CC)CCO)CO1,,0.38969206512795335,3.211026780525475,True,False,False,False,False
92,CC(O)=NC(C5=O)N46.C15CC1.C3(F)(F)F.C14CC1.c16ccccc1,CC(O)=NC(C5=O)N46.C15CC1.C3(F)(F)F.C14CC1.c16ccccc1,,,decode_returned_none,,,False,,False,CC(O)=NC(C(=O)C1CC1)N(c1ccccc1)C1CC1.FC(F)F,CC(O)=NC(C(=O)C1CC1)N(c1ccccc1)C1CC1,,0.6396126524080565,3.44769578938772,True,True,True,True,True
93,O=S6(=O)c1sc(Cl)c1Cl.c13ccccc1Cl.N56.C5[C@H]34.C14CCOCC1,O=S6(=O)c1sc(Cl)c1Cl.c13ccccc1Cl.N56.C5[C@H]34.C14CCOCC1,,,decode_returned_none,,,False,,False,NC[C@H](c1ccccc1Cl)C1CCOCC1,NC[C@H](c1ccccc1Cl)C1CCOCC1,,0.8805507097095245,2.8787478673379248,True,True,True,True,False
94,CC(C)C47.O24.C2(=O)C9.N355.C3(=O)C6O.c16ccccc1.c17ccccc1,CC(C)C47.O24.C2(=O)C9.N355.C3(=O)C6O.c16ccccc1.c17ccccc1,,,decode_returned_none,,,False,,False,CC(=O)OC(c1ccccc1)C(C)C.O=CC(O)c1ccccc1,CC(=O)OC(c1ccccc1)C(C)C,,0.6881132191985333,2.3124621991216188,True,True,True,True,True
95,Cc1cc4no1.C43.c14n[nH]cc1N=C5O.c15ccc(F)cc1,Cc1cc4no1.C43.c14n[nH]cc1N=C5O.c15ccc(F)cc1,,,decode_returned_none,,,False,,False,Cc1cc(C)on1.OC(=Nc1cn[nH]c1)c1ccc(F)cc1,OC(=Nc1cn[nH]c1)c1ccc(F)cc1,,0.5826958510317162,2.705588932757406,True,False,False,True,True
96,Cc1cc2nc4sc2cc1[N+](=O)[O-].N784.C67=O.N65.c15ccccc1.C8(C)=O,Cc1cc2nc4sc2cc1[N+](=O)[O-].N784.C67=O.N65.c15ccccc1.C8(C)=O,,CC(=O)N(C(=O)Nc1ccccc1)c1nc2cc(C)c([N+](=O)[O-])cc2s1,,0.5518377319369273,2.5010256433098146,True,False,False,CC(=O)N(C(=O)Nc1ccccc1)c1nc2cc(C)c([N+](=O)[O-])cc2s1,CC(=O)N(C(=O)Nc1ccccc1)c1nc2cc(C)c([N+](=O)[O-])cc2s1,,0.5518377319369273,2.5010256433098146,True,False,False,False,False
97,Cc1coc4c13.[C@H]3(O)C5.O24.C2C(=O)O.c15ccc[n+]([O-])c1,Cc1coc4c13.[C@H]3(O)C5.O24.C2C(=O)O.c15ccc[n+]([O-])c1,,Cc1coc(OCC(=O)O)c1[C@@H](O)Cc1ccc[n+]([O-])c1,,0.6065797256676699,3.754955179415189,True,True,True,Cc1coc(OCC(=O)O)c1[C@@H](O)Cc1ccc[n+]([O-])c1,Cc1coc(OCC(=O)O)c1[C@@H](O)Cc1ccc[n+]([O-])c1,,0.6065797256676699,3.754955179415189,True,True,True,False,False
98,OC5.c15ncc(C=6c[nH]1.C=6C(O)=NC3.c13ccc4cc1.O4C(F)(F)F,OC5.c15ncc(C=6c[nH]1.C=6C(O)=NC3.c13ccc4cc1.O4C(F)(F)F,,,decode_returned_none,,,False,,False,C=CC(O)=NCc1ccc(OC(F)(F)F)cc1.CO,C=CC(O)=NCc1ccc(OC(F)(F)F)cc1,,0.6532115594065997,2.6869950099342024,True,True,True,True,True
99,CC3.N13CCN5CC1.c14cccc([N+](=O)[O-])c1.C54(C)Br,CC3.N13CCN5CC1.c14cccc([N+](=O)[O-])c1.C54(C)Br,,CCN1CCN(C(C)(Br)c2cccc([N+](=O)[O-])c2)CC1,,0.3654274774996874,3.0797934117653423,True,False,False,CCN1CCN(C(C)(Br)c2cccc([N+](=O)[O-])c2)CC1,CCN1CCN(C(C)(Br)c2cccc([N+](=O)[O-])c2)CC1,,0.3654274774996874,3.0797934117653423,True,False,False,False,False
